Label,Word,Count,Probability
spam,call,355,0.02680459075807913
spam,free,224,0.016913319238900635
spam,txt,163,0.012307459981878587
spam,mobile,127,0.009589247961340985
spam,text,125,0.00943823618242223
spam,stop,121,0.009136212624584718
spam,claim,113,0.008532165508909695
spam,reply,104,0.007852612503775294
spam,www,98,0.007399577167019027
spam,prize,93,0.007022047719722139
spam,get,86,0.006493506493506494
spam,cash,76,0.005738447598912715
spam,uk,74,0.00558743581999396
spam,150p,71,0.005360918151615826
spam,send,70,0.005285412262156448
spam,new,69,0.0052099063726970705
spam,nokia,67,0.005058894593778315
spam,win,64,0.004832376925400181
spam,urgent,63,0.0047568710359408035
spam,week,60,0.0045303533675626695
spam,tone,60,0.0045303533675626695
spam,50,57,0.0043038356991845364
spam,c,56,0.004228329809725159
spam,service,56,0.004228329809725159
spam,contact,56,0.004228329809725159
spam,please,55,0.004152823920265781
spam,co,54,0.0040773180308064025
spam,com,54,0.0040773180308064025
spam,msg,54,0.0040773180308064025
spam,16,51,0.0038508003624282694
spam,18,51,0.0038508003624282694
spam,guaranteed,50,0.0037752944729688917
spam,customer,49,0.0036997885835095136
spam,per,46,0.00347327091513138
spam,3,45,0.0033977650256720024
spam,phone,45,0.0033977650256720024
spam,chat,44,0.0033222591362126247
spam,500,44,0.0033222591362126247
spam,cs,44,0.0033222591362126247
spam,min,43,0.003246753246753247
spam,1000,41,0.003095741467834491
spam,100,40,0.0030202355783751134
spam,draw,39,0.0029447296889157353
spam,awarded,38,0.0028692237994563576
spam,latest,36,0.002718212020537602
spam,sms,36,0.002718212020537602
spam,mins,36,0.002718212020537602
spam,camera,35,0.002642706131078224
spam,line,35,0.002642706131078224
spam,message,34,0.0025672002416188464
spam,150ppm,34,0.0025672002416188464
spam,receive,33,0.0024916943521594683
spam,every,33,0.0024916943521594683
spam,holiday,32,0.0024161884627000906
spam,landline,32,0.0024161884627000906
spam,video,32,0.0024161884627000906
spam,wk,32,0.0024161884627000906
spam,ringtone,31,0.002340682573240713
spam,shows,31,0.002340682573240713
spam,go,31,0.002340682573240713
spam,find,31,0.002340682573240713
spam,rate,30,0.0022651766837813348
spam,apply,30,0.0022651766837813348
spam,code,30,0.0022651766837813348
spam,r,30,0.0022651766837813348
spam,want,30,0.0022651766837813348
spam,box,30,0.0022651766837813348
spam,number,30,0.0022651766837813348
spam,000,29,0.002189670794321957
spam,live,29,0.002189670794321957
spam,po,29,0.002189670794321957
spam,award,28,0.0021141649048625794
spam,10,27,0.0020386590154032012
spam,offer,27,0.0020386590154032012
spam,orange,27,0.0020386590154032012
spam,chance,27,0.0020386590154032012
spam,entry,26,0.0019631531259438235
spam,tones,26,0.0019631531259438235
spam,1st,26,0.0019631531259438235
spam,collection,26,0.0019631531259438235
spam,word,25,0.0018876472364844459
spam,network,25,0.0018876472364844459
spam,selected,25,0.0018876472364844459
spam,mob,25,0.0018876472364844459
spam,5000,25,0.0018876472364844459
spam,know,25,0.0018876472364844459
spam,valid,24,0.001812141347025068
spam,cost,24,0.001812141347025068
spam,2000,24,0.001812141347025068
spam,10p,24,0.001812141347025068
spam,weekly,24,0.001812141347025068
spam,back,23,0.00173663545756569
spam,collect,23,0.00173663545756569
spam,national,22,0.0016611295681063123
spam,help,22,0.0016611295681063123
spam,attempt,22,0.0016611295681063123
spam,800,22,0.0016611295681063123
spam,http,21,0.0015856236786469344
spam,yes,21,0.0015856236786469344
spam,delivery,21,0.0015856236786469344
spam,bonus,21,0.0015856236786469344
spam,today,21,0.0015856236786469344
spam,vouchers,21,0.0015856236786469344
spam,music,21,0.0015856236786469344
spam,sae,21,0.0015856236786469344
spam,8007,21,0.0015856236786469344
spam,day,20,0.0015101177891875567
spam,2nd,20,0.0015101177891875567
spam,update,19,0.0014346118997281788
spam,colour,19,0.0014346118997281788
spam,special,19,0.0014346118997281788
spam,account,19,0.0014346118997281788
spam,see,19,0.0014346118997281788
spam,750,19,0.0014346118997281788
spam,club,19,0.0014346118997281788
spam,86688,19,0.0014346118997281788
spam,games,19,0.0014346118997281788
spam,poly,19,0.0014346118997281788
spam,texts,19,0.0014346118997281788
spam,await,19,0.0014346118997281788
spam,time,19,0.0014346118997281788
spam,play,18,0.001359106010268801
spam,private,18,0.001359106010268801
spam,unsubscribe,18,0.001359106010268801
spam,250,18,0.001359106010268801
spam,land,18,0.001359106010268801
spam,150,18,0.001359106010268801
spam,gift,18,0.001359106010268801
spam,pounds,17,0.0012836001208094232
spam,tried,17,0.0012836001208094232
spam,waiting,17,0.0012836001208094232
spam,12hrs,17,0.0012836001208094232
spam,expires,17,0.0012836001208094232
spam,todays,17,0.0012836001208094232
spam,services,17,0.0012836001208094232
spam,double,17,0.0012836001208094232
spam,price,17,0.0012836001208094232
spam,dating,17,0.0012836001208094232
spam,opt,17,0.0012836001208094232
spam,final,16,0.0012080942313500453
spam,winner,16,0.0012080942313500453
spam,pobox,16,0.0012080942313500453
spam,next,16,0.0012080942313500453
spam,08000930705,16,0.0012080942313500453
spam,statement,16,0.0012080942313500453
spam,points,16,0.0012080942313500453
spam,identifier,16,0.0012080942313500453
spam,top,16,0.0012080942313500453
spam,join,16,0.0012080942313500453
spam,ltd,16,0.0012080942313500453
spam,row,16,0.0012080942313500453
spam,mobileupd8,16,0.0012080942313500453
spam,dear,16,0.0012080942313500453
spam,voucher,16,0.0012080942313500453
spam,hi,16,0.0012080942313500453
spam,tell,16,0.0012080942313500453
spam,auction,16,0.0012080942313500453
spam,net,15,0.0011325883418906674
spam,thanks,15,0.0011325883418906674
spam,5,15,0.0011325883418906674
spam,camcorder,15,0.0011325883418906674
spam,trying,15,0.0011325883418906674
spam,operator,15,0.0011325883418906674
spam,350,15,0.0011325883418906674
spam,quiz,15,0.0011325883418906674
spam,real,15,0.0011325883418906674
spam,bt,15,0.0011325883418906674
spam,sexy,15,0.0011325883418906674
spam,hot,15,0.0011325883418906674
spam,suite342,15,0.0011325883418906674
spam,2lands,15,0.0011325883418906674
spam,xmas,15,0.0011325883418906674
spam,08000839402,15,0.0011325883418906674
spam,b,15,0.0011325883418906674
spam,wkly,14,0.0010570824524312897
spam,freemsg,14,0.0010570824524312897
spam,info,14,0.0010570824524312897
spam,order,14,0.0010570824524312897
spam,content,14,0.0010570824524312897
spam,someone,14,0.0010570824524312897
spam,congratulations,14,0.0010570824524312897
spam,take,14,0.0010570824524312897
spam,savamob,14,0.0010570824524312897
spam,pic,14,0.0010570824524312897
spam,like,13,0.0009815765629719118
spam,end,13,0.0009815765629719118
spam,0800,13,0.0009815765629719118
spam,last,13,0.0009815765629719118
spam,03,13,0.0009815765629719118
spam,name,13,0.0009815765629719118
spam,make,13,0.0009815765629719118
spam,87066,13,0.0009815765629719118
spam,easy,13,0.0009815765629719118
spam,txts,13,0.0009815765629719118
spam,messages,13,0.0009815765629719118
spam,half,13,0.0009815765629719118
spam,worth,13,0.0009815765629719118
spam,offers,13,0.0009815765629719118
spam,2003,13,0.0009815765629719118
spam,mates,13,0.0009815765629719118
spam,11,12,0.000906070673512534
spam,mobiles,12,0.000906070673512534
spam,dont,12,0.000906070673512534
spam,charged,12,0.000906070673512534
spam,ac,12,0.000906070673512534
spam,complimentary,12,0.000906070673512534
spam,caller,12,0.000906070673512534
spam,player,12,0.000906070673512534
spam,e,12,0.000906070673512534
spam,reveal,12,0.000906070673512534
spam,anytime,12,0.000906070673512534
spam,200,12,0.000906070673512534
spam,call2optout,12,0.000906070673512534
spam,phones,12,0.000906070673512534
spam,rental,12,0.000906070673512534
spam,calls,12,0.000906070673512534
spam,ipod,12,0.000906070673512534
spam,un,12,0.000906070673512534
spam,redeemed,12,0.000906070673512534
spam,04,12,0.000906070673512534
spam,important,12,0.000906070673512534
spam,days,12,0.000906070673512534
spam,good,12,0.000906070673512534
spam,pics,12,0.000906070673512534
spam,std,11,0.0008305647840531562
spam,xxx,11,0.0008305647840531562
spam,valued,11,0.0008305647840531562
spam,reward,11,0.0008305647840531562
spam,wap,11,0.0008305647840531562
spam,n,11,0.0008305647840531562
spam,eg,11,0.0008305647840531562
spam,dogging,11,0.0008305647840531562
spam,yr,11,0.0008305647840531562
spam,pls,11,0.0008305647840531562
spam,f,11,0.0008305647840531562
spam,friend,11,0.0008305647840531562
spam,x,11,0.0008305647840531562
spam,hg,11,0.0008305647840531562
spam,w1j6hl,11,0.0008305647840531562
spam,motorola,11,0.0008305647840531562
spam,sex,11,0.0008305647840531562
spam,enjoy,11,0.0008305647840531562
spam,great,11,0.0008305647840531562
spam,comp,10,0.0007550588945937784
spam,news,10,0.0007550588945937784
spam,tomorrow,10,0.0007550588945937784
spam,congrats,10,0.0007550588945937784
spam,representative,10,0.0007550588945937784
spam,speak,10,0.0007550588945937784
spam,sent,10,0.0007550588945937784
spam,direct,10,0.0007550588945937784
spam,txting,10,0.0007550588945937784
spam,tc,10,0.0007550588945937784
spam,date,10,0.0007550588945937784
spam,secret,10,0.0007550588945937784
spam,admirer,10,0.0007550588945937784
spam,thinks,10,0.0007550588945937784
spam,unlimited,10,0.0007550588945937784
spam,choose,10,0.0007550588945937784
spam,charge,10,0.0007550588945937784
spam,hmv,10,0.0007550588945937784
spam,custcare,10,0.0007550588945937784
spam,currently,10,0.0007550588945937784
spam,love,10,0.0007550588945937784
spam,ldn,10,0.0007550588945937784
spam,welcome,10,0.0007550588945937784
spam,00,10,0.0007550588945937784
